S.No.,Title,Company Name,Package,Job sector,Package Interval,CTC Currency,Years,Stage 1,Stage 2,Stage 3,Stage 4,Stage 5,Stage 6,Education criteria
,BDA (Domestic Process),PlanetSpark,660000,BUSINESS_DEVELOPMENT,ANNUM,INR,2022,Group discussion (1),HR interview (1),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
BBA
	All students of BBA are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
BA
	All students of BA are eligible
"
,Copy Editors,Aptara,359000,WRITING_EDITING,ANNUM,INR,2022,Pre-placement Talk,HR interview,-,-,-,-,"BBA
	All students of BBA are eligible
BA
	All students of BA are eligible
MA
	All students of MA are eligible
"
,Technical Writter,Aptara,300000,OTHER,ANNUM,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,GRADUATE ENGINEER TRAINEE (Design & Development),Padmini VNA Mechatronics Limited,350000,OTHER,ANNUM,INR,2022,Online test (4),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE (Design and develop ECUs),Padmini VNA Mechatronics Limited,350000,OTHER,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS X
		65.0% marks in CLASS XII
		65.0% marks in DIP
		65.0% marks in UG
"
,HR Profile,Nagarro,350000,HUMAN_RESOURCES,ANNUM,INR,2022,Online test (1),HR interview (0),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in PG
"
,Clinical Nutritionist,Curelink,264000,OTHER,ANNUM,INR,2022,HR interview,-,-,-,-,-,"B.Sc
	All students of B.Sc are eligible
M.Sc.
	All students of M.Sc. are eligible
"
,Trainee,ECO TURNKEY SOLUTIONS PVT LTD,18000,OTHER,MONTH,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Software Engineer,Bonami Software,501600,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,Ed-Tech Associate,CountryEdu Private Limited,600000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,Group discussion (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
"
,Engineer,Vivo Mobile India Pvt. Ltd.,360000,OTHER,ANNUM,INR,2022,Interview (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,HR Profile,Vivo Mobile India Pvt. Ltd.,320000,HUMAN_RESOURCES,ANNUM,INR,2022,Interview (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,GRADUATE ENGINEER TRAINEE,Vivo Mobile India Pvt. Ltd.,360000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Trainee (QC/Production),Titan Biotech Ltd.,250000,OTHER,ANNUM,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
"
,Hardware Design / Systems Design Engineer (To work in the areas of Communications/ Signal Processing/ IC Design/ Firmware/Layout Design/ Systems Hardware Design),Signalchip Innovations Pvt. Ltd. (Hardware Design / Systems Design Engineer ),1100000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Online test (0),Technical interview (0),-,-,-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
M.Tech.
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
,Associate Systems Engineer,Signalchip Innovations Pvt. Ltd. (Associate Systems Engineer),500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
M.Tech.
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
,Mechanical Design Engineer,Signalchip Innovations Pvt. Ltd. (Mechanical Design Engineer),700000,ENGINEERING_ELECTRICAL_AUTOMOBILE_MECHANICAL_OTHERS,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
"
,Technical Documentation Specialist,Signalchip Innovations Pvt. Ltd. (Technical Documentation Specialist),400000,OTHER,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in UG
M.Tech.
	Applicants must have scored
		75.0% marks in CLASS X
		75.0% marks in CLASS XII
		75.0% marks in DIP
		75.0% marks in PG
		75.0% marks in UG
"
,Counsellor,Shiksha.com (Infoedge),461000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,GD (2),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,US Staffing,DISYS India,485000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Intern – Supply Chain Planning,Healthkart,450000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Business Development Associate (Female),AIRBLACK,450000,BUSINESS_DEVELOPMENT,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Trainee (Associate Software Engineer),Infogain (Women Engineers),400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Technical interview (0),HR interview (0),-,-,-,"MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Apprentice,Medtronic,25000,OTHER,MONTH,INR,2022,Online test (0),Technical interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Data Scientist,Plasser India Pvt. Ltd. & TMC,650000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (1),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Management Trainee (Sales),EDS Technologies Private Limited,500000,SALES,ANNUM,INR,2022,Group discussion (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
B.Sc
	All students of B.Sc are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
"
,Management Trainee – Finance & Accounts,Shahi Exports Pvt Ltd,420000,FINANCE,ANNUM,INR,2022,Pre-placement Talk (0),Resume shortlisting (0),test (0),interview (0),-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,"Intern- Cyber Security, IT Risk Analyst,  IT Audit and Compliance Analyst",NCR Corporation,700000,INFORMATION_TECHNOLOGY,ANNUM,INR,2022,Online test (1),Technical interview & Managerial Interview (1),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
"
,Graduate Engineer Trainee,LiXil Window Systems Pvt. Ltd,475000,"CUSTOMER_TECHNICAL_SUPPORT,SALES",ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Trainee Vlogger (Video Jockey/ Anchor),Recruit CRM,500000,ADVERTISING_MEDIA_PR,ANNUM,INR,2022,Resume shortlisting,Written test,Technical interview,HR interview,-,-,"BA
	All students of BA are eligible
MA
	All students of MA are eligible
"
,Trainee Content Writer,Recruit CRM,500000,OTHER,ANNUM,INR,2022,Resume shortlisting,Written test,Technical interview,Technical interview,-,-,"MA
	All students of MA are eligible
BA
	All students of BA are eligible
"
,(1) Java  (2) Full Stack Developer,Credex Technology,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (5),Technical interview (5),Technical interview (4),HR interview (4),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in PG
		60.0% marks in UG
"
,Software Developer,MagicEdtech,600000,"ENGINEERING,OTHER",ANNUM,INR,2022,Online test (1),Online test (1),HR interview (1),-,-,-,"B.Tech
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		70.0% marks in UG
MCA
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		70.0% marks in UG
"
,Software Trainee (Dotnet Developer),Process9 Technologies,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (13),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
"
,Presentation Specialist L1,Integreon,350000,OTHER,ANNUM,INR,2022,Pre-placement Talk (8),Technical Interview (8),HR interview (0),-,-,-,"BBA
	All students of BBA are eligible
BA
	All students of BA are eligible
B.Sc (Hons)
	All students of B.Sc (Hons) are eligible
B.Com (Hons.)
	All students of B.Com (Hons.) are eligible
"
,Software Engineer,Knocial India Limited,840000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Written test,Group discussion,Technical interview,HR interview,-,-,"B.Sc
	Applicants must have scored
		60.0% marks in UG
B.Tech
	Applicants must have scored
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in PG
BCA
	Applicants must have scored
		60.0% marks in UG
"
,Territory Sales Incharge (TSI),Polycab India Limited,650000,MARKETING_GENERAL,ANNUM,INR,2022,Pre-placement Talk (0),Online test (0),Technical interview (0),HR interview (0),-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in DUAL
		60.0% marks in PG
		60.0% marks in UG
"
,Research Analyst,Benori Knowledge,400000,"DATA_ANALYTICS,RESEARCH",ANNUM,INR,2022,Assignment round (12),Technical interview (5),HR interview (1),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
MA
	All students of MA are eligible
"
,Developer Mentor/ Program Mentor,Kalvium,700000,OTHER,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
M.Tech.
	All students of M.Tech. are eligible
MA
	All students of MA are eligible
MCA
	All students of MCA are eligible
"
,Jr. Web Developer,Indegene,320000,OTHER,ANNUM,INR,2022,Pre-placement Talk (1),Resume shortlisting (1),Technical interview (1),HR interview (1),-,-,"B.Sc
	All students of B.Sc are eligible
BCA
	All students of BCA are eligible
"
,Junior Copy Editors,Indegene,340000,OTHER,ANNUM,INR,2022,Pre-placement Talk (0),Resume shortlisting (0),Technical interview (0),HR interview (0),-,-,"M.Sc.
	All students of M.Sc. are eligible
"
,Trainee (QC/Production) - Only for Male,Titan Biotech Ltd.,250000,OTHER,ANNUM,INR,2022,HR interview (0),-,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
M.Sc.
	All students of M.Sc. are eligible
"
,Counsellor,Shiksha.com (Infoedge),461000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,Group discussion (3),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
MA
	All students of MA are eligible
M.Sc.
	All students of M.Sc. are eligible
M.Com
	All students of M.Com are eligible
"
,R&D,J. Mitra & Co Pvt. Ltd,350000,RESEARCH,ANNUM,INR,2022,Shortlisted by Company (7),Technical interview (0),-,-,-,-,"M.Sc.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Software Engineer/ Data Science Engineer,R systems International,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		65.0% marks in CLASS XII
		65.0% marks in UG
"
,Trainee Software Engineer /Trainee Test Engineer,GlobalLogic-Hitachi,550000,ENGINEERING,ANNUM,INR,2022,Online test (24),Technical interview (8),Technical interview (7),HR interview (7),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Management Trainee,Home First Finance Company India Limited,600000,OTHER,ANNUM,INR,2022,Pre-placement Talk,Group discussion,HR interview,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Associate Recruiters,Artech Infosystem,468000,HUMAN_RESOURCES,ANNUM,INR,2022,Pre-placement Talk,HR interview,-,-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
MBA (Semester)
	All students of MBA (Semester) are eligible
B.Sc
	All students of B.Sc are eligible
"
,GRADUATE ENGINEER TRAINEE,Amber Enterprises India Ltd,241000,OTHER,ANNUM,INR,2022,Online test (6),Technical interview (4),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in UG
"
,Management Trainee (Sales),BPTP,400000,"MARKETING_GENERAL,SALES",ANNUM,INR,2022,Technical interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Field Service Engineers,SIG Combiblog,400000,OTHER,ANNUM,INR,2022,Pre-placement Talk (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Teacher,Jiva Public School,300000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,HR interview,Written test,-,-,-,-,"MA
	All students of MA are eligible
B.Ed
	All students of B.Ed are eligible
B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
"
,1) MBA Marketing for sales  2) MBA Finance for Accounts 3) Interior Designing for the position of Interior Consultant. They will be handling sales.,Floor & Furnishings,360000,"FINANCE,SALES",ANNUM,INR,2022,Shortlisted by Company (2),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Sc
	All students of B.Sc are eligible
"
,Digital,TCS,700000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement (5),-,-,-,-,-,NA
,Ninja,TCS,336000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement (11),-,-,-,-,-,NA
,Associate Senior Executive,99acres.com (Infoedge),475000,MARKETING_GENERAL,ANNUM,INR,2022,Group Disscussion (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Project Manager,Garuda Aerospace Pvt Ltd,20000,OTHER,MONTH,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,GTE,Siemens Limited,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Online test (0),Technical interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,GTE,Siemens Limited,500000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Online test (0),Technical interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Sales Executive,Adaan Digital Solutions Pvt. Ltd.,400000,SALES,ANNUM,INR,2022,Technical interview (0),-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Sales Executive,Adaan Digital Solutions Pvt. Ltd.,300000,SALES,ANNUM,INR,2022,Technical interview,-,-,-,-,-,"BBA
	All students of BBA are eligible
"
,Graduate Engineer Trainee (GRADUATE ENGINEER TRAINEE),KHD Humboldt Wedag India,300000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Written test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Unit Sales Manager- Agency,ICICI Lombard GIC Ltd.,580000,SALES,ANNUM,INR,2022,Pre-placement Talk (0),Group discussion (0),HR interview (0),-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,GRADUATE ENGINEER TRAINEE,lumiq,800000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (7),Technical interview (3),HR interview (3),-,-,-,"B.Tech
	Applicants must have scored
		70.0% marks in CLASS X
		70.0% marks in CLASS XII
		70.0% marks in DIP
		70.0% marks in UG
"
,1. Research Associate (Primary Research) 2. Executive: Pre- Sales,Unimrkt Research,400000,"RESEARCH,SALES",ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Analyst – Data Quantity,Unimrkt Research,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (1),Technical interview (1),HR interview (1),-,-,-,"B.Tech
	All students of B.Tech are eligible
MCA
	All students of MCA are eligible
M.Tech.
	All students of M.Tech. are eligible
BCA
	All students of BCA are eligible
"
,Devops Interns,Cyware Labs,900000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Online test (0),Technical interview (0),-,-,-,"B.Tech
	Applicants must have scored
		80.0% marks in CLASS X
		80.0% marks in CLASS XII
		80.0% marks in DIP
		75.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE  (R&D),Amber Enterprises India Ltd,291000,OTHER,ANNUM,INR,2022,Telephonic Round (13),HR interview (4),-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in UG
"
,Associate Recruiters,Artech Infosystem,468000,HUMAN_RESOURCES,ANNUM,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
BBA
	All students of BBA are eligible
MCA
	All students of MCA are eligible
BCA
	All students of BCA are eligible
B.Sc
	All students of B.Sc are eligible
"
,Executive Trainee -  HR  TA,J. Mitra & Co Pvt. Ltd,480000,HUMAN_RESOURCES,ANNUM,INR,2022,Group discussion (1),HR interview (1),-,-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE – Purchase,Amber Enterprises India Ltd,252000,PURCHASING,ANNUM,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,Venue Commanding Officer,TCS,220000,OTHER,ANNUM,INR,2022,Online test,HR interview,-,-,-,-,"B.Com (Hons.)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BBA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,TGT (History & Civics),Jiva Public School,360000,EDUCATION_TEACHING_TRAINING,ANNUM,INR,2022,HR interview,Written test,Technical interview,-,-,-,"B.Ed.(Year)
	All students of B.Ed.(Year) are eligible
B.Ed
	All students of B.Ed are eligible
"
,Front End Sales & Operation,Globus Stores Pvt Ltd,450000,SALES,ANNUM,INR,2022,Technical interview (0),Technical interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,AM – Business Development,Zunplus Tech Private Limited,550000,OTHER,ANNUM,INR,2022,Pre-placement Talk,HR interview,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Assistant Manager,Accelerate Media Pvt Ltd,300000,OTHER,ANNUM,INR,2022,Pre-placement Talk,HR interview,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
BBA
	All students of BBA are eligible
"
,System Analyst,Khoj Information Technology Pvt Ltd,420000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Online test (0),Technical interview (0),-,-,-,-,"MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Sc
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
M.Tech.
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,Junior Engineer Trainee (JET),Tata Steel Limited,360000,OTHER,ANNUM,INR,2022,Online test (0),Technical interview (0),HR interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in UG
"
,1.UI/UX Designer Intern 2. React Intern  3. Graphic Designer Intern 4. Frontend Flutter Intern 5.Backend Developer Intern,Pace,700000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk (0),Technical interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,1.UI/UX Designer Intern 2. React Intern  3. Graphic Designer Intern 4. Frontend Flutter Intern 5.Backend Developer Intern,Pace,700000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Pre-placement Talk,Technical interview,-,-,-,-,NA
,Marketing & Growth Hacking Intern,Pace,700000,MARKETING_GENERAL,ANNUM,INR,2022,Pre-placement Talk (0),HR interview (0),-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
"
,Analyst,EY India,450000,OTHER,ANNUM,INR,2022,Online test (3),Technical interview (0),HR interview (0),-,-,-,"BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Sc (Hons)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
B.Sc
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,1. Purchase & Supplier Management  2. Manufacturing,Honda Motorcycle & Scooter India Pvt. Ltd.,850000,OTHER,ANNUM,INR,2022,Written test,Technical interview,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,1. Customer Service 2. Sales & Marketing,Honda Motorcycle & Scooter India Pvt. Ltd.,850000,OTHER,ANNUM,INR,2022,Written test,Technical interview,-,-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,1. Customer Service 2. Sales & Marketing 3. Purchase & Supplier Management 4. Manufacturing,Honda Motorcycle & Scooter India Pvt. Ltd.,850000,OTHER,ANNUM,INR,2022,Students shortlisted by company (37),Online test (3),Technical interview (3),HR interview (3),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Sales & Marketing,Honda Motorcycle & Scooter India Pvt. Ltd.,850000,"MARKETING_GENERAL,SALES",ANNUM,INR,2022,Students shortlisted by company (5),Online test (5),HR interview (0),-,-,-,"MBA (Semester)
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE (IT),Honda Motorcycle & Scooter India Pvt. Ltd.,850000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Students shortlisted by company (14),Online test (14),Technical interview (0),HR interview (0),-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
"
,Software Development Trainee,RNF Technologies,400000,ENGINEERING_WEB_SOFTWARE,ANNUM,INR,2022,Attendance (0),Group discussion (0),Technical interview (0),-,-,-,"B.Tech
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
BCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in UG
MCA
	Applicants must have scored
		60.0% marks in CLASS X
		60.0% marks in CLASS XII
		60.0% marks in DIP
		60.0% marks in PG
		60.0% marks in UG
"
,GRADUATE ENGINEER TRAINEE,DCM Containers & Engineering Pvt. Ltd,300000,ENGINEERING_CIVIL_MECHANICAL_OTHER,ANNUM,INR,2022,Technical interview (1),HR interview (1),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
,System Engineer,JTP Co. Ltd.,2400000,"ENGINEERING,OTHER",ANNUM,INR,2022,Online test (2),Online test (0),Technical interview (0),-,-,-,"B.Tech
	All students of B.Tech are eligible
BCA
	All students of BCA are eligible
MCA
	All students of MCA are eligible
"
,Management Trainee (Full-time Permanent Role),Anveya Living Pvt. Ltd.,400000,OTHER,ANNUM,INR,2022,HR interview,-,-,-,-,-,"MBA (Semester)
	All students of MBA (Semester) are eligible
B.Tech
	All students of B.Tech are eligible
"
,Trainee,LG Electronics India Pvt Ltd.,25000,OPERATIONS_PRODUCTION,MONTH,INR,2022,Technical interview (0),HR interview (0),-,-,-,-,"B.Tech
	All students of B.Tech are eligible
"
